time,cmd_linear,cmd_angular,VelocityEncR,VelocityEncL
13.7834,0.2000,0.0000,3.8461,3.8461
13.8032,0.2000,0.0000,3.8461,3.8461
13.8231,0.2000,0.0000,3.8461,3.8461
13.8434,0.2000,0.0000,3.8529,3.8529
13.8631,0.2000,0.0000,3.8542,3.8542
13.8832,0.2000,0.0000,4.2050,4.1719
13.9030,0.2000,0.0000,3.8458,3.8506
13.9230,0.2000,0.0000,3.8552,3.8458
13.9441,0.2000,0.0000,3.8503,3.8556
13.9630,0.2000,0.0000,3.8458,3.8461
13.9830,0.2000,0.0000,4.1509,3.8507
14.0034,0.2000,0.0000,3.8506,3.8544
14.0230,0.2000,0.0000,4.1722,3.8451
14.0430,0.2000,0.0000,3.8510,3.8528
14.0632,0.2000,0.0000,4.2061,4.1947
14.0829,0.2000,0.0000,3.8455,3.8451
14.1029,0.2000,0.0000,4.2119,3.8612
14.1231,0.2000,0.0000,3.8458,4.1950
14.1437,0.2000,0.0000,4.2223,3.8419
14.1629,0.2000,0.0000,4.1189,3.8244
14.1831,0.2000,0.0000,3.8458,3.8461
14.2032,0.2000,0.0000,4.1136,4.4067
14.2234,0.2000,0.0000,4.1136,4.4067
14.2433,0.2000,0.0000,4.1136,4.4067
14.2633,0.2000,0.0000,4.1136,4.4067
14.2836,0.2000,0.0000,4.1136,4.4067
14.3032,0.2000,0.0000,4.1136,4.4067
14.3233,0.2000,0.0000,4.1136,4.4067
14.3431,0.2000,0.0000,3.8750,3.8754
14.3635,0.2000,0.0000,4.1230,3.8285
14.3834,0.2000,0.0000,3.5407,4.1820
14.4037,0.2000,0.0000,3.8882,3.8882
14.4236,0.2000,0.0000,3.8458,3.8435
14.4434,0.2000,0.0000,4.1468,4.1465
14.4634,0.2000,0.0000,4.1468,4.1465
14.4832,0.2000,0.0000,4.1410,3.8473
14.5036,0.2000,0.0000,3.8435,4.2274
14.5233,0.2000,0.0000,4.2303,3.8454
14.5429,0.2000,0.0000,4.4101,3.8875
14.5636,0.2000,0.0000,3.8469,3.8469
14.5835,0.2000,0.0000,4.1905,4.1916
14.6035,0.2000,0.0000,3.8326,4.1249
14.6236,0.2000,0.0000,4.1176,3.5337
14.6430,0.2000,0.0000,3.8950,4.2303
14.6631,0.2000,0.0000,3.8174,4.1110
14.6832,0.2000,0.0000,4.2303,3.8454
14.7033,0.2000,0.0000,3.8060,4.1509
14.7234,0.2000,0.0000,4.1570,4.1570
14.7435,0.2000,0.0000,4.2145,3.8633
